Id,interaction,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,nt_A,nt_C,nt_G,nt_U
4PRF,1,0.06315789473684211,0.0,0.05263157894736842,0.042105263157894736,0.06315789473684211,0.031578947368421054,0.021052631578947368,0.10526315789473684,0.11578947368421053,0.07368421052631578,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.06315789473684211,0.08421052631578947,0.042105263157894736,0.031578947368421054,0.0,0.031578947368421054,0.14864864864864866,0.33783783783783783,0.33783783783783783,0.17567567567567569
RNCMPT00001_min,0,0.07352941176470588,0.011764705882352941,0.05,0.08529411764705883,0.03529411764705882,0.09411764705882353,0.008823529411764706,0.05,0.07352941176470588,0.07352941176470588,0.03235294117647059,0.047058823529411764,0.047058823529411764,0.023529411764705882,0.06764705882352941,0.04411764705882353,0.047058823529411764,0.08235294117647059,0.008823529411764706,0.04411764705882353,0.18421052631578946,0.2631578947368421,0.23684210526315788,0.3157894736842105
RNCMPT00022_min,0,0.04424778761061947,0.008849557522123894,0.061946902654867256,0.07964601769911504,0.061946902654867256,0.13274336283185842,0.035398230088495575,0.035398230088495575,0.07079646017699115,0.035398230088495575,0.022123893805309734,0.035398230088495575,0.02654867256637168,0.030973451327433628,0.084070796460177,0.084070796460177,0.05309734513274336,0.0752212389380531,0.004424778761061947,0.017699115044247787,0.23684210526315788,0.3684210526315789,0.15789473684210525,0.23684210526315788
4M4O,1,0.09302325581395349,0.06201550387596899,0.05426356589147287,0.015503875968992248,0.023255813953488372,0.09302325581395349,0.007751937984496124,0.046511627906976744,0.046511627906976744,0.06201550387596899,0.015503875968992248,0.10852713178294573,0.015503875968992248,0.023255813953488372,0.08527131782945736,0.07751937984496124,0.05426356589147287,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.2711864406779661,0.22033898305084745,0.2711864406779661,0.23728813559322035
3IEV,1,0.052980132450331126,0.0,0.04304635761589404,0.08940397350993377,0.016556291390728478,0.06291390728476821,0.013245033112582781,0.11258278145695365,0.09602649006622517,0.11258278145695365,0.026490066225165563,0.046357615894039736,0.076158940397351,0.016556291390728478,0.052980132450331126,0.026490066225165563,0.03642384105960265,0.08609271523178808,0.009933774834437087,0.023178807947019868,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365
RNCMPT00064_min,0,0.07116104868913857,0.02247191011235955,0.04119850187265917,0.08614232209737828,0.03745318352059925,0.0599250936329588,0.011235955056179775,0.033707865168539325,0.10486891385767791,0.0749063670411985,0.0299625468164794,0.0299625468164794,0.07865168539325842,0.04119850187265917,0.0599250936329588,0.0749063670411985,0.04119850187265917,0.0749063670411985,0.0,0.026217228464419477,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666
7CGJ,1,0.05507246376811594,0.020289855072463767,0.05217391304347826,0.07246376811594203,0.043478260869565216,0.03768115942028986,0.043478260869565216,0.07246376811594203,0.06666666666666667,0.06666666666666667,0.028985507246376812,0.043478260869565216,0.03188405797101449,0.07536231884057971,0.057971014492753624,0.057971014492753624,0.02318840579710145,0.10434782608695652,0.002898550724637681,0.043478260869565216,0.375,0.0,0.25,0.375
5HO4,1,0.061452513966480445,0.00558659217877095,0.0670391061452514,0.1005586592178771,0.061452513966480445,0.08379888268156424,0.03910614525139665,0.05027932960893855,0.08379888268156424,0.0446927374301676,0.0223463687150838,0.01675977653631285,0.027932960893854747,0.027932960893854747,0.08379888268156424,0.055865921787709494,0.055865921787709494,0.0782122905027933,0.00558659217877095,0.027932960893854747,0.4,0.2,0.3,0.1
3I62,1,0.05893909626719057,0.011787819253438114,0.06483300589390963,0.08447937131630648,0.05108055009823183,0.0412573673870334,0.019646365422396856,0.09430255402750491,0.10216110019646366,0.09233791748526522,0.015717092337917484,0.043222003929273084,0.03929273084479371,0.023575638506876228,0.05108055009823183,0.07072691552062868,0.04518664047151277,0.068762278978389,0.0,0.021611001964636542,0.0,0.0,0.0,1.0
5LTA,1,0.07879656160458452,0.012893982808022923,0.050143266475644696,0.0830945558739255,0.034383954154727794,0.04297994269340974,0.025787965616045846,0.055873925501432664,0.05730659025787966,0.10315186246418338,0.024355300859598854,0.03151862464183381,0.054441260744985676,0.045845272206303724,0.06876790830945559,0.055873925501432664,0.06446991404011461,0.06160458452722063,0.0071633237822349575,0.04154727793696275,0.0,0.0,0.0,1.0
6UV3,1,0.06103286384976526,0.023474178403755867,0.06807511737089202,0.07276995305164319,0.035211267605633804,0.05868544600938967,0.023474178403755867,0.06572769953051644,0.056338028169014086,0.0892018779342723,0.028169014084507043,0.03755868544600939,0.05868544600938967,0.051643192488262914,0.07511737089201878,0.03286384976525822,0.0539906103286385,0.06807511737089202,0.009389671361502348,0.03051643192488263,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285
5JS1,1,0.05867665418227216,0.024968789013732832,0.046192259675405745,0.046192259675405745,0.04868913857677903,0.052434456928838954,0.03745318352059925,0.05867665418227216,0.062421972534332085,0.0749063670411985,0.02372034956304619,0.026217228464419477,0.062421972534332085,0.06741573033707865,0.06991260923845194,0.046192259675405745,0.066167290886392,0.08739076154806492,0.00749063670411985,0.03245942571785269,0.4,0.1,0.0,0.5
RNCMPT00028_min,0,0.01834862385321101,0.01834862385321101,0.04128440366972477,0.0779816513761468,0.05504587155963303,0.12844036697247707,0.027522935779816515,0.03211009174311927,0.06880733944954129,0.05504587155963303,0.027522935779816515,0.08256880733944955,0.045871559633027525,0.04128440366972477,0.05504587155963303,0.05963302752293578,0.05963302752293578,0.06880733944954129,0.009174311926605505,0.027522935779816515,0.2894736842105263,0.21052631578947367,0.23684210526315788,0.2631578947368421
5GXI,1,0.046476761619190406,0.031484257871064465,0.05547226386806597,0.043478260869565216,0.03298350824587706,0.07496251874062969,0.044977511244377814,0.06146926536731634,0.049475262368815595,0.09145427286356822,0.010494752623688156,0.03298350824587706,0.05997001499250375,0.034482758620689655,0.041979010494752625,0.09295352323838081,0.06596701649175413,0.06596701649175413,0.034482758620689655,0.02848575712143928,0.2,0.0,0.0,0.8
RNCMPT00252_min,0,0.07427055702917772,0.005305039787798408,0.07161803713527852,0.07161803713527852,0.04774535809018567,0.03978779840848806,0.03183023872679045,0.03183023872679045,0.08488063660477453,0.10875331564986737,0.013262599469496022,0.058355437665782495,0.03183023872679045,0.03713527851458886,0.10875331564986737,0.058355437665782495,0.058355437665782495,0.04774535809018567,0.005305039787798408,0.013262599469496022,0.36666666666666664,0.16666666666666666,0.4,0.06666666666666667
5WWW,1,0.10638297872340426,0.02127659574468085,0.010638297872340425,0.0851063829787234,0.02127659574468085,0.05319148936170213,0.0851063829787234,0.06382978723404255,0.07446808510638298,0.0425531914893617,0.031914893617021274,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.06382978723404255,0.06382978723404255,0.09574468085106383,0.0,0.010638297872340425,0.16666666666666666,0.0,0.3333333333333333,0.5
RNCMPT00047_min,0,0.0967741935483871,0.005865102639296188,0.04105571847507331,0.07917888563049853,0.01466275659824047,0.06158357771260997,0.017595307917888565,0.05571847507331378,0.07038123167155426,0.0967741935483871,0.03812316715542522,0.04105571847507331,0.0967741935483871,0.03225806451612903,0.05865102639296188,0.03225806451612903,0.06451612903225806,0.06158357771260997,0.002932551319648094,0.03225806451612903,0.18421052631578946,0.21052631578947367,0.3684210526315789,0.23684210526315788
RNCMPT00218_min,0,0.07120743034055728,0.030959752321981424,0.04024767801857585,0.04953560371517028,0.043343653250773995,0.07430340557275542,0.02476780185758514,0.015479876160990712,0.043343653250773995,0.08668730650154799,0.02476780185758514,0.05263157894736842,0.06811145510835913,0.034055727554179564,0.07120743034055728,0.11145510835913312,0.07430340557275542,0.06811145510835913,0.009287925696594427,0.006191950464396285,0.2631578947368421,0.23684210526315788,0.23684210526315788,0.2631578947368421
7CGH,1,0.05507246376811594,0.020289855072463767,0.05217391304347826,0.07246376811594203,0.043478260869565216,0.03768115942028986,0.043478260869565216,0.07246376811594203,0.06666666666666667,0.06666666666666667,0.028985507246376812,0.043478260869565216,0.03188405797101449,0.07536231884057971,0.057971014492753624,0.057971014492753624,0.02318840579710145,0.10434782608695652,0.002898550724637681,0.043478260869565216,0.375,0.125,0.125,0.375
RNCMPT00138_min,0,0.02857142857142857,0.011428571428571429,0.05142857142857143,0.045714285714285714,0.04,0.10285714285714286,0.011428571428571429,0.03428571428571429,0.04,0.08,0.022857142857142857,0.16,0.08,0.06285714285714286,0.08,0.07428571428571429,0.017142857142857144,0.03428571428571429,0.0,0.022857142857142857,0.21052631578947367,0.2894736842105263,0.2631578947368421,0.23684210526315788
6I0V,1,0.06358381502890173,0.031791907514450865,0.04046242774566474,0.049132947976878616,0.06069364161849711,0.03757225433526012,0.02023121387283237,0.08092485549132948,0.07225433526011561,0.10115606936416185,0.023121387283236993,0.04335260115606936,0.049132947976878616,0.06069364161849711,0.04335260115606936,0.04335260115606936,0.05202312138728324,0.07514450867052024,0.008670520231213872,0.04335260115606936,0.4,0.2,0.2,0.2
2ZH5,1,0.05263157894736842,0.013729977116704805,0.034324942791762014,0.14187643020594964,0.07322654462242563,0.06178489702517163,0.018306636155606407,0.04576659038901602,0.08237986270022883,0.08924485125858124,0.016018306636155607,0.032036613272311214,0.041189931350114416,0.006864988558352402,0.09153318077803203,0.041189931350114416,0.02517162471395881,0.08695652173913043,0.013729977116704805,0.032036613272311214,0.058823529411764705,0.38235294117647056,0.38235294117647056,0.17647058823529413
2ZHA,1,0.05263157894736842,0.013729977116704805,0.034324942791762014,0.14187643020594964,0.07322654462242563,0.06178489702517163,0.018306636155606407,0.04576659038901602,0.08237986270022883,0.08924485125858124,0.016018306636155607,0.032036613272311214,0.041189931350114416,0.006864988558352402,0.09153318077803203,0.041189931350114416,0.02517162471395881,0.08695652173913043,0.013729977116704805,0.032036613272311214,0.06060606060606061,0.36363636363636365,0.3939393939393939,0.18181818181818182
RNCMPT00025_min,0,0.09923664122137404,0.007633587786259542,0.061068702290076333,0.04580152671755725,0.04580152671755725,0.07633587786259542,0.015267175572519083,0.03816793893129771,0.06870229007633588,0.05343511450381679,0.030534351145038167,0.06870229007633588,0.03816793893129771,0.022900763358778626,0.061068702290076333,0.09923664122137404,0.030534351145038167,0.10687022900763359,0.0,0.030534351145038167,0.2857142857142857,0.14285714285714285,0.34285714285714286,0.22857142857142856
RNCMPT00052_min,0,0.062146892655367235,0.03389830508474576,0.04519774011299435,0.1016949152542373,0.03389830508474576,0.07344632768361582,0.04519774011299435,0.06779661016949153,0.0847457627118644,0.062146892655367235,0.022598870056497175,0.05084745762711865,0.02824858757062147,0.02824858757062147,0.05649717514124294,0.05084745762711865,0.05084745762711865,0.062146892655367235,0.005649717514124294,0.03389830508474576,0.23684210526315788,0.2894736842105263,0.2631578947368421,0.21052631578947367
6XH3,1,0.06818181818181818,0.0,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.03409090909090909,0.022727272727272728,0.10227272727272728,0.09090909090909091,0.06818181818181818,0.022727272727272728,0.056818181818181816,0.056818181818181816,0.045454545454545456,0.09090909090909091,0.06818181818181818,0.06818181818181818,0.03409090909090909,0.0,0.03409090909090909,0.14814814814814814,0.2962962962962963,0.3333333333333333,0.2222222222222222
7CGL,1,0.05491329479768786,0.023121387283236993,0.05491329479768786,0.07225433526011561,0.04335260115606936,0.03757225433526012,0.04046242774566474,0.07225433526011561,0.06647398843930635,0.06647398843930635,0.028901734104046242,0.04046242774566474,0.031791907514450865,0.07514450867052024,0.06069364161849711,0.057803468208092484,0.023121387283236993,0.10404624277456648,0.002890173410404624,0.04335260115606936,0.375,0.125,0.125,0.375
RNCMPT00159_min,0,0.08823529411764706,0.007352941176470588,0.07352941176470588,0.029411764705882353,0.04411764705882353,0.08088235294117647,0.014705882352941176,0.04411764705882353,0.07352941176470588,0.07352941176470588,0.014705882352941176,0.0661764705882353,0.03676470588235294,0.022058823529411766,0.08088235294117647,0.08088235294117647,0.029411764705882353,0.0661764705882353,0.0,0.07352941176470588,0.3142857142857143,0.17142857142857143,0.3142857142857143,0.2
RNCMPT00109_min,0,0.04950495049504951,0.009900990099009901,0.09900990099009901,0.054455445544554455,0.034653465346534656,0.16336633663366337,0.009900990099009901,0.034653465346534656,0.039603960396039604,0.0297029702970297,0.01485148514851485,0.0297029702970297,0.06930693069306931,0.0049504950495049506,0.12376237623762376,0.04950495049504951,0.0297029702970297,0.08415841584158416,0.0049504950495049506,0.06435643564356436,0.18421052631578946,0.23684210526315788,0.18421052631578946,0.39473684210526316
RNCMPT00065_min,0,0.043010752688172046,0.010752688172043012,0.06451612903225806,0.07526881720430108,0.021505376344086023,0.08064516129032258,0.026881720430107527,0.06451612903225806,0.0913978494623656,0.07526881720430108,0.016129032258064516,0.043010752688172046,0.07526881720430108,0.053763440860215055,0.0913978494623656,0.03225806451612903,0.04838709677419355,0.06451612903225806,0.005376344086021506,0.016129032258064516,0.34210526315789475,0.2894736842105263,0.2894736842105263,0.07894736842105263
6NOC,1,0.06716417910447761,0.029850746268656716,0.06716417910447761,0.05223880597014925,0.04228855721393035,0.03980099502487562,0.024875621890547265,0.06218905472636816,0.06467661691542288,0.11194029850746269,0.03482587064676617,0.04477611940298507,0.017412935323383085,0.05721393034825871,0.05223880597014925,0.07711442786069651,0.04975124378109453,0.06965174129353234,0.007462686567164179,0.02736318407960199,0.5,0.0,0.125,0.375
RNCMPT00027_min,0,0.06810035842293907,0.017921146953405017,0.05197132616487455,0.04838709677419355,0.03763440860215054,0.12724014336917563,0.03225806451612903,0.03225806451612903,0.05017921146953405,0.05734767025089606,0.023297491039426525,0.05913978494623656,0.08422939068100359,0.03942652329749104,0.044802867383512544,0.07347670250896057,0.03046594982078853,0.06810035842293907,0.0035842293906810036,0.05017921146953405,0.14285714285714285,0.2571428571428571,0.2571428571428571,0.34285714285714286
RNCMPT00020_min,0,0.06465517241379311,0.008620689655172414,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.09482758620689655,0.017241379310344827,0.05172413793103448,0.05172413793103448,0.09913793103448276,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.05603448275862069,0.08189655172413793,0.06465517241379311,0.05603448275862069,0.07327586206896551,0.0,0.021551724137931036,0.23684210526315788,0.34210526315789475,0.18421052631578946,0.23684210526315788
RNCMPT00075_min,0,0.09539473684210527,0.02631578947368421,0.044956140350877194,0.0712719298245614,0.03179824561403509,0.08991228070175439,0.023026315789473683,0.01206140350877193,0.02850877192982456,0.1206140350877193,0.01206140350877193,0.01425438596491228,0.0756578947368421,0.0581140350877193,0.07456140350877193,0.09649122807017543,0.03399122807017544,0.0668859649122807,0.015350877192982455,0.008771929824561403,0.3,0.23333333333333334,0.36666666666666664,0.1
5ELK,1,0.049586776859504134,0.08264462809917356,0.04132231404958678,0.05785123966942149,0.024793388429752067,0.06611570247933884,0.049586776859504134,0.01652892561983471,0.08264462809917356,0.024793388429752067,0.008264462809917356,0.04132231404958678,0.12396694214876033,0.05785123966942149,0.08264462809917356,0.049586776859504134,0.04132231404958678,0.01652892561983471,0.01652892561983471,0.06611570247933884,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
1VBY,1,0.06315789473684211,0.0,0.05263157894736842,0.042105263157894736,0.06315789473684211,0.031578947368421054,0.021052631578947368,0.10526315789473684,0.11578947368421053,0.07368421052631578,0.042105263157894736,0.05263157894736842,0.042105263157894736,0.042105263157894736,0.06315789473684211,0.08421052631578947,0.042105263157894736,0.031578947368421054,0.0,0.031578947368421054,0.136986301369863,0.3424657534246575,0.3424657534246575,0.1780821917808219
RNCMPT00035_min,0,0.057971014492753624,0.028985507246376812,0.05314009661835749,0.07246376811594203,0.03864734299516908,0.1111111111111111,0.014492753623188406,0.028985507246376812,0.06280193236714976,0.06280193236714976,0.014492753623188406,0.043478260869565216,0.057971014492753624,0.043478260869565216,0.07246376811594203,0.03864734299516908,0.06280193236714976,0.09178743961352658,0.004830917874396135,0.03864734299516908,0.22857142857142856,0.2,0.37142857142857144,0.2
RNCMPT00094_min,0,0.0273972602739726,0.0,0.07397260273972603,0.024657534246575342,0.04657534246575343,0.2273972602739726,0.021917808219178082,0.03287671232876712,0.057534246575342465,0.021917808219178082,0.019178082191780823,0.1506849315068493,0.03561643835616438,0.057534246575342465,0.052054794520547946,0.03287671232876712,0.019178082191780823,0.049315068493150684,0.019178082191780823,0.030136986301369864,0.18421052631578946,0.2894736842105263,0.18421052631578946,0.34210526315789475
6UV2,1,0.060324825986078884,0.02320185614849188,0.06960556844547564,0.07424593967517401,0.03480278422273782,0.058004640371229696,0.02320185614849188,0.06496519721577726,0.05568445475638051,0.09048723897911833,0.027842227378190254,0.037122969837587005,0.058004640371229696,0.05104408352668213,0.07424593967517401,0.03480278422273782,0.05336426914153132,0.06728538283062645,0.01160092807424594,0.030162412993039442,0.25,0.5,0.125,0.125
RNCMPT00148_min,0,0.11242603550295859,0.011834319526627219,0.03550295857988166,0.05917159763313609,0.05029585798816568,0.09763313609467456,0.03254437869822485,0.05029585798816568,0.0621301775147929,0.04142011834319527,0.029585798816568046,0.06804733727810651,0.05621301775147929,0.03254437869822485,0.03254437869822485,0.07988165680473373,0.05325443786982249,0.0621301775147929,0.011834319526627219,0.020710059171597635,0.2631578947368421,0.47368421052631576,0.18421052631578946,0.07894736842105263
RNCMPT00262_min,0,0.0893371757925072,0.011527377521613832,0.04899135446685879,0.0893371757925072,0.04899135446685879,0.0893371757925072,0.002881844380403458,0.06340057636887608,0.03170028818443804,0.06340057636887608,0.023054755043227664,0.05763688760806916,0.06340057636887608,0.040345821325648415,0.05763688760806916,0.06340057636887608,0.05187319884726225,0.07780979827089338,0.0,0.025936599423631124,0.3157894736842105,0.18421052631578946,0.3157894736842105,0.18421052631578946
RNCMPT00178_min,0,0.06273062730627306,0.027675276752767528,0.04059040590405904,0.07011070110701106,0.03874538745387454,0.07749077490774908,0.025830258302583026,0.03874538745387454,0.05904059040590406,0.07749077490774908,0.02214022140221402,0.04981549815498155,0.05350553505535055,0.033210332103321034,0.055350553505535055,0.08856088560885608,0.05166051660516605,0.07933579335793357,0.0036900369003690036,0.04428044280442804,0.26666666666666666,0.23333333333333334,0.26666666666666666,0.23333333333333334
RNCMPT00110_min,0,0.04950495049504951,0.009900990099009901,0.09900990099009901,0.054455445544554455,0.034653465346534656,0.16336633663366337,0.009900990099009901,0.034653465346534656,0.039603960396039604,0.0297029702970297,0.01485148514851485,0.0297029702970297,0.06930693069306931,0.0049504950495049506,0.12376237623762376,0.04950495049504951,0.0297029702970297,0.08415841584158416,0.0049504950495049506,0.06435643564356436,0.34210526315789475,0.2631578947368421,0.21052631578947367,0.18421052631578946
6NOH,1,0.06467661691542288,0.029850746268656716,0.06716417910447761,0.05223880597014925,0.04228855721393035,0.03980099502487562,0.02736318407960199,0.06218905472636816,0.06467661691542288,0.11194029850746269,0.03482587064676617,0.04477611940298507,0.017412935323383085,0.05472636815920398,0.05223880597014925,0.08208955223880597,0.04975124378109453,0.06716417910447761,0.007462686567164179,0.02736318407960199,0.5,0.0,0.125,0.375
5EN1,1,0.059782608695652176,0.005434782608695652,0.06521739130434782,0.10326086956521739,0.059782608695652176,0.08152173913043478,0.03804347826086957,0.04891304347826087,0.09239130434782608,0.043478260869565216,0.021739130434782608,0.016304347826086956,0.02717391304347826,0.03260869565217391,0.08695652173913043,0.05434782608695652,0.05434782608695652,0.07608695652173914,0.005434782608695652,0.02717391304347826,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285
RNCMPT00268_min,0,0.09811320754716982,0.005660377358490566,0.04716981132075472,0.03207547169811321,0.045283018867924525,0.07169811320754717,0.02830188679245283,0.052830188679245285,0.062264150943396226,0.1,0.022641509433962263,0.06981132075471698,0.052830188679245285,0.05471698113207547,0.033962264150943396,0.08867924528301886,0.04339622641509434,0.07169811320754717,0.0,0.018867924528301886,0.39473684210526316,0.13157894736842105,0.4473684210526316,0.02631578947368421
1AV6,1,0.03806228373702422,0.006920415224913495,0.05536332179930796,0.04498269896193772,0.05536332179930796,0.03806228373702422,0.02768166089965398,0.06920415224913495,0.06920415224913495,0.11764705882352941,0.031141868512110725,0.05536332179930796,0.05536332179930796,0.03460207612456748,0.05190311418685121,0.06228373702422145,0.04152249134948097,0.06920415224913495,0.010380622837370242,0.0657439446366782,0.8333333333333334,0.0,0.16666666666666666,0.0
5H1L,1,0.045454545454545456,0.030791788856304986,0.05571847507331378,0.04398826979472141,0.03225806451612903,0.08211143695014662,0.045454545454545456,0.06158357771260997,0.04985337243401759,0.08944281524926687,0.010263929618768328,0.03225806451612903,0.060117302052785926,0.030791788856304986,0.04398826979472141,0.09237536656891496,0.06598240469208211,0.06598240469208211,0.03372434017595308,0.02785923753665689,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143
RNCMPT00121_min,0,0.10966057441253264,0.005221932114882507,0.031331592689295036,0.03655352480417755,0.0391644908616188,0.08616187989556136,0.0026109660574412533,0.057441253263707574,0.04699738903394256,0.07049608355091384,0.02349869451697128,0.06788511749347259,0.06527415143603134,0.08093994778067885,0.0391644908616188,0.06788511749347259,0.07049608355091384,0.07049608355091384,0.0026109660574412533,0.02610966057441253,0.2631578947368421,0.23684210526315788,0.3157894736842105,0.18421052631578946
RNCMPT00240_min,0,0.03225806451612903,0.007168458781362007,0.035842293906810034,0.06810035842293907,0.06093189964157706,0.04659498207885305,0.02867383512544803,0.0931899641577061,0.12544802867383512,0.08960573476702509,0.010752688172043012,0.12544802867383512,0.035842293906810034,0.02867383512544803,0.010752688172043012,0.04659498207885305,0.03942652329749104,0.053763440860215055,0.010752688172043012,0.05017921146953405,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.21052631578947367
RNCMPT00007_min,0,0.12804878048780488,0.012195121951219513,0.036585365853658534,0.054878048780487805,0.012195121951219513,0.07317073170731707,0.012195121951219513,0.07317073170731707,0.06097560975609756,0.054878048780487805,0.024390243902439025,0.054878048780487805,0.07317073170731707,0.042682926829268296,0.06707317073170732,0.09146341463414634,0.04878048780487805,0.06707317073170732,0.0,0.012195121951219513,0.3333333333333333,0.16666666666666666,0.3,0.2
RNCMPT00051_min,0,0.11235955056179775,0.011235955056179775,0.0898876404494382,0.033707865168539325,0.056179775280898875,0.10112359550561797,0.011235955056179775,0.056179775280898875,0.07865168539325842,0.0449438202247191,0.011235955056179775,0.033707865168539325,0.0449438202247191,0.02247191011235955,0.07865168539325842,0.02247191011235955,0.0898876404494382,0.056179775280898875,0.0,0.0449438202247191,0.2631578947368421,0.2894736842105263,0.21052631578947367,0.23684210526315788
RNCMPT00181_min,0,0.15705128205128205,0.01282051282051282,0.035256410256410256,0.035256410256410256,0.04487179487179487,0.05128205128205128,0.022435897435897436,0.009615384615384616,0.041666666666666664,0.11858974358974358,0.03205128205128205,0.04487179487179487,0.060897435897435896,0.08974358974358974,0.04487179487179487,0.09294871794871795,0.038461538461538464,0.04807692307692308,0.0,0.019230769230769232,0.3157894736842105,0.2894736842105263,0.23684210526315788,0.15789473684210525
