iter	Logloss
271	0.1583269926
272	0.1578253599
273	0.1571068152
274	0.1567728581
275	0.1562976104
276	0.1555815477
277	0.1547688827
278	0.1541549732
279	0.1538289388
280	0.1535057532
281	0.1529156122
282	0.1525594516
283	0.1519445028
284	0.1514932437
285	0.1509132263
286	0.1504622728
287	0.1499688564
288	0.1494166912
289	0.1488341062
290	0.1483162611
291	0.1477387257
292	0.1474007338
293	0.146776236
294	0.1463496868
295	0.1455099155
296	0.1451605772
297	0.144547169
298	0.1440908603
299	0.143691552
300	0.1433000565
301	0.1430292007
302	0.142582062
303	0.1419425377
304	0.141637093
305	0.1410122162
306	0.1405328115
307	0.1399027629
308	0.1396845793
309	0.1393146515
310	0.1388666446
311	0.1383294448
312	0.137729278
313	0.1372395784
314	0.1366920471
315	0.1360811943
316	0.1355104569
317	0.1350712898
318	0.1346044174
319	0.1341217726
320	0.1335393465
321	0.1329403413
322	0.1324734932
323	0.1321493296
324	0.1316879224
325	0.1312286793
326	0.1307904659
327	0.1303780629
328	0.1300613208
329	0.1296186569
330	0.1291816785
331	0.1287601055
332	0.1283831841
333	0.127904354
334	0.1274883319
335	0.1271321468
336	0.1266799584
337	0.1262635207
338	0.1259112236
339	0.1253976211
340	0.1249393683
341	0.1243882791
342	0.1238005711
343	0.1232717221
344	0.122859209
345	0.1223841569
346	0.1220573279
347	0.1217199961
348	0.1213783362
349	0.1208955691
350	0.1205275853
351	0.1202814885
352	0.1198810797
353	0.1193466187
354	0.1188472112
355	0.1185498849
356	0.1182305629
357	0.117845792
358	0.1174947543
359	0.1171836242
360	0.1169232955
361	0.1163918544
362	0.1159493006
363	0.1155312
364	0.1151902737
365	0.1147727355
366	0.1144506014
367	0.1141408896
368	0.1137295503
369	0.1133583876
370	0.1131685086
371	0.1128622446
372	0.1125697845
373	0.1121315589
374	0.1118368247
375	0.1115396695
376	0.1113493748
377	0.1110725647
378	0.1107918421
379	0.1105023409
380	0.1102199799
381	0.1098007422
382	0.1095012885
383	0.1091945722
384	0.1089089956
385	0.1085759554
386	0.1081215296
387	0.1077476648
388	0.107374228
389	0.1068503429
390	0.1065961887
391	0.1062209667
392	0.1057243469
393	0.1053491617
394	0.1050887964
395	0.1047932674
396	0.1045700587
397	0.1043506158
398	0.1040551357
399	0.1037416947
400	0.1033834433
401	0.1031489005
402	0.1028521367
403	0.1026550562
404	0.1024644314
405	0.1022239343
406	0.1020284249
407	0.1017217453
408	0.1014567889
409	0.1011299109
410	0.1009212579
411	0.1003685853
412	0.1001574076
413	0.09995275889
414	0.09966778144
415	0.09943040212
416	0.09916672951
417	0.09900421974
418	0.09872222558
419	0.09852174612
420	0.09816422218
421	0.09794536615
422	0.09776554352
423	0.09752071821
424	0.09734622026
425	0.09711853663
426	0.09675412912
427	0.09646476843
428	0.09616510073
429	0.09593391418
430	0.09564503645
431	0.09545933895
432	0.095142823
433	0.09492910825
434	0.09466680502
435	0.09440299792
436	0.09409454541
437	0.09389631565
438	0.09365530503
439	0.09348950019
440	0.09321375382
441	0.09302767729
442	0.0926973942
443	0.0924825057
444	0.0923590171
445	0.09201765672
446	0.09177282529
447	0.09156421515
448	0.09138990671
449	0.09118833297
450	0.09093162952
451	0.09069759418
452	0.09042600485
453	0.09018931633
454	0.09001074082
455	0.08979278956
456	0.08963317137
457	0.08947180479
458	0.08927498108
459	0.08903397047
460	0.08880126171
461	0.08857820584
462	0.08827142226
463	0.08803846897
464	0.08778567192
465	0.08753783886
466	0.08723831177
467	0.08709176381
468	0.0869050515
469	0.08655753502
470	0.0862401082
471	0.08604195179
472	0.08580327645
473	0.08564881178
474	0.08547100654
475	0.08537124976
476	0.0851596441
477	0.08507023714
478	0.08490684094
479	0.08465423951
480	0.08449187646
481	0.08422241455
482	0.08395978732
483	0.0837536714
484	0.08362367826
485	0.08334082824
486	0.08308400863
487	0.08278833291
488	0.08259941981
489	0.08237866866
490	0.08216000826
491	0.08191745098
492	0.0816662495
493	0.08140799938
494	0.08125948906
495	0.08102490352
496	0.08076212956
497	0.08058961844
498	0.08045455126
499	0.08017662244
500	0.07997128902
501	0.07971046521
502	0.07950629943
503	0.07926021478
504	0.07902164948
505	0.07874518174
506	0.07845410323
507	0.07827148071
508	0.07814346827
509	0.07789951716
510	0.07762263371
511	0.07739691857
512	0.07722461529
513	0.07701148742
514	0.07678632247
515	0.07663471882
516	0.07648141568
517	0.07636014009
518	0.07612280357
519	0.07589966212
520	0.07572840422
521	0.07554142292
522	0.07529693995
523	0.07512064469
524	0.07492887057
525	0.07476096276
526	0.07454763315
527	0.07424300756
528	0.07413774882
529	0.07395750437
530	0.07385169543
531	0.07366301463
532	0.07342583094
533	0.07320438287
534	0.07302834437
535	0.0727964548
536	0.07257555693
537	0.07239345404
538	0.07212931682
539	0.07190391956
540	0.07176430409
541	0.07161598328
542	0.0713860683
543	0.0711811567
544	0.07101281484
545	0.07074117661
546	0.07060497235
547	0.07048841623
548	0.07033132284
549	0.07015069937
550	0.07003093377
551	0.06988199552
552	0.06968954282
553	0.06947085796
554	0.06938087635
555	0.06923707938
556	0.06899339113
557	0.06882863167
558	0.06870142007
559	0.06858546306
560	0.06842129658
561	0.06821750372
562	0.06815563715
563	0.06802341266
564	0.06784922037
565	0.06773304328
566	0.06750551248
567	0.06736729695
568	0.06723813522
569	0.06709145888
570	0.06696641139
571	0.0668063286
572	0.06664162416
573	0.06648328365
574	0.06632613524
575	0.0661718662
576	0.06605543234
577	0.06590959965
578	0.0657369418
579	0.06562017172
580	0.0654561214
581	0.06534884526
582	0.06524066436
583	0.0650877708
584	0.06493388689
585	0.06476537998
586	0.06460414789
587	0.06446879338
588	0.06435293418
589	0.06426112468
590	0.06411834864
591	0.06406988853
592	0.06393833649
593	0.0638497426
594	0.06370724165
595	0.06361413002
596	0.06351211132
597	0.06339571415
598	0.06323269697
599	0.06314979455
600	0.06300838177
601	0.06286031772
602	0.06263698064
603	0.06248203913
604	0.06235947976
605	0.06222573916
606	0.06209067809
607	0.06192467763
608	0.06180175145
609	0.06165339397
610	0.06148176927
611	0.0614253252
612	0.06131348854
613	0.06119152216
614	0.06106156569
615	0.06091670501
616	0.06077850171
617	0.06059144093
618	0.06047198711
619	0.06030072921
620	0.06015401009
621	0.06003524707
622	0.05988251857
623	0.05974209614
624	0.0596167002
625	0.05944739244
626	0.05939937861
627	0.05923754741
628	0.05910627047
629	0.05895013687
630	0.05878491279
631	0.05870771408
632	0.05858212251
633	0.05849525256
634	0.05839899259
635	0.05827722794
636	0.05817110111
637	0.05805807847
638	0.05788613588
639	0.0577519857
640	0.05766950509
641	0.05753762294
642	0.05738581144
643	0.05724103023
644	0.05711221695
645	0.05705421399
646	0.05694715182
647	0.05686131502
648	0.05669932488
649	0.05658212075
650	0.05644624661
651	0.05634712562
652	0.05626096481
653	0.05613254889
654	0.05604858888
655	0.05593474706
656	0.05577286696
657	0.05564138217
658	0.05553573217
659	0.05546183464
660	0.05535530433
661	0.05525629337
662	0.05510735512
663	0.05499344606
664	0.05491938346
665	0.05483695788
666	0.05476034605
667	0.05462611027
668	0.05448780304
669	0.05442100305
670	0.05426408083
671	0.05413457675
672	0.05399398926
673	0.05383316064
674	0.05368208274
675	0.05357829118
676	0.05345073724
677	0.0533513167
678	0.05323583652
679	0.05311862016
680	0.05301712721
681	0.05289697647
682	0.05276092505
683	0.0526352968
684	0.05250835419
685	0.05238740872
686	0.05229570927
687	0.05216249441
688	0.05205837274
689	0.05202175409
690	0.05188215696
691	0.0518100384
692	0.05171603423
693	0.05162872412
694	0.05150853671
695	0.05143569677
696	0.05132155541
697	0.05119663018
698	0.0511319026
699	0.05104044768
700	0.05091529932
701	0.0508108353
702	0.05072968128
703	0.05061878913
704	0.05054459205
705	0.05046787017
706	0.05039553153
707	0.05023198861
708	0.05017603055
709	0.05010450498
710	0.0500239195
711	0.04995000668
712	0.04988184342
713	0.04977295338
714	0.04968859294
715	0.0496172477
716	0.04952011964
717	0.04944455318
718	0.04933996995
719	0.04929401936
720	0.04917991467
721	0.04906240793
722	0.0489622813
723	0.04884517499
724	0.04878738599
725	0.04870783977
726	0.0486132151
727	0.04851561938
728	0.04836288477
729	0.04825031452
730	0.04817420703
731	0.04805242098
732	0.04793265538
733	0.04785154416
734	0.04777301275
735	0.04773585307
736	0.04762636087
737	0.04756989846
738	0.04743538453
739	0.04730389974
740	0.04720461063
741	0.0471334977
742	0.04702322911
743	0.04696240181
744	0.04688402934
745	0.04678975007
746	0.04670223212
747	0.04667604887
748	0.04659751745
749	0.04652336622
750	0.04643185628
751	0.0463592945
752	0.046225505
753	0.04613545919
754	0.04603723379
755	0.04595369253
756	0.04581023791
757	0.04570512588
758	0.04561516566
759	0.04553947082
760	0.04543221303
761	0.04534473175
762	0.04530374515
763	0.04517414325
764	0.0451336396
765	0.04504441604
766	0.04496275156
767	0.04485866962
768	0.04480190766
769	0.04469389793
770	0.04459717641
771	0.04452787301
772	0.04439938985
773	0.04435177033
774	0.04424645962
775	0.04415203669
776	0.04404929357
777	0.04397176474
778	0.04388802479
779	0.04379641704
780	0.04373106284
781	0.04363844028
782	0.04358354593
783	0.04349899292
784	0.04343014191
785	0.04336275199
786	0.04327057875
787	0.04321684593
788	0.04316223279
789	0.04304998349
790	0.04296080883
791	0.04291782318
792	0.04288929548
793	0.04282400547
794	0.04274308376
795	0.04264780191
796	0.0425768999
797	0.04250783492
798	0.04246438772
799	0.04238594495
800	0.04228071677
801	0.04223662768
802	0.04216786531
803	0.04210716639
804	0.04199493848
805	0.04191586299
806	0.04185866698
807	0.04170763798
808	0.04162173393
809	0.04157240269
810	0.0415185476
811	0.04143696565
812	0.04135737664
813	0.0412666981
814	0.04118636327
815	0.04114138774
816	0.04104237679
817	0.04100437348
818	0.04091138412
819	0.04081129416
820	0.04073546177
821	0.04065808272
822	0.04062268673
823	0.04053611633
824	0.04043852672
825	0.04037704835
826	0.04033621764
827	0.04027867929
828	0.04019183379
829	0.04013835467
830	0.04005976212
831	0.03999661788
832	0.03994753422
833	0.03986729108
834	0.03981060554
835	0.03975135241
836	0.03964078732
837	0.03959558866
838	0.03952310635
839	0.03949380838
840	0.03934844946
841	0.03928671128
842	0.03921186924
843	0.03912370022
844	0.03903988997
845	0.03898796668
846	0.03890566948
847	0.03883376183
848	0.03875802419
849	0.03866943335
850	0.03859850688
851	0.03855144672
852	0.03849994525
853	0.03845390601
854	0.03834882149
855	0.03829454764
856	0.03820289098
857	0.03816775787
858	0.03811999773
859	0.0380760523
860	0.03803605605
861	0.03796969316
862	0.03790307045
863	0.03783235489
864	0.03778895048
865	0.03774606876
866	0.03768420831
867	0.03761644852
868	0.03757305023
869	0.03753616565
870	0.03747146558
871	0.0374029294
872	0.03731960211
873	0.03725002362
874	0.03719078883
875	0.03711913182
876	0.03706277639
877	0.03699445113
878	0.03693006589
879	0.03688148963
880	0.03682780877
881	0.03677680248
882	0.03672870612
883	0.03666242575
884	0.03659234903
885	0.03652294477
886	0.03646447108
887	0.03642136928
888	0.03635823727
889	0.0363043455
890	0.03626162884
891	0.03618486417
892	0.03611259583
893	0.03606572824
894	0.03602063962
895	0.03594762851
896	0.03587261224
897	0.03583441025
898	0.03577972987
899	0.03572480495
900	0.03565192528
901	0.03560409179
902	0.03554653204
903	0.03549259748
904	0.03544776868
905	0.03536762335
906	0.03530885012
907	0.0352298113
908	0.03514767916
909	0.03508986265
910	0.03507387027
911	0.03497195244
912	0.03492770745
913	0.0348391105
914	0.03478483053
915	0.03473528838
916	0.03467207994
917	0.03462600402
918	0.03454880837
919	0.03449410047
920	0.03440518257
921	0.03436090702
922	0.03428907578
923	0.03424734947
924	0.03419976051
925	0.03413322033
926	0.03406634086
927	0.03401472935
928	0.0339498092
929	0.03388286248
930	0.03380532142
931	0.03374324395
932	0.03368086387
933	0.03362388489
934	0.03357069309
935	0.03351127796
936	0.03344041262
937	0.03338038004
938	0.0332995806
939	0.03321601183
940	0.03316671726
941	0.03310368
942	0.03302977635
943	0.03300282894
944	0.0329763767
945	0.03291585507
946	0.03286826305
947	0.03279734269
948	0.0327618061
949	0.03272493375
950	0.03270989504
951	0.03262730134
952	0.03255922978
953	0.03249390309
954	0.03240835972
955	0.03235382911
956	0.03226555005
957	0.032226104
958	0.0321749785
959	0.03213318495
960	0.03208988141
961	0.03204740622
962	0.03199016131
963	0.03195608579
964	0.031888919
965	0.03184822889
966	0.03179784921
967	0.03175328939
968	0.03168074596
969	0.03162192076
970	0.03158683043
971	0.0315564718
972	0.03149055518
973	0.03142362375
974	0.03136414137
975	0.03129706016
976	0.03126903069
977	0.03122170155
978	0.03116521469
979	0.03108138304
980	0.03103303604
981	0.03099204332
982	0.03093683414
983	0.0308922407
984	0.030829072
985	0.03078287076
986	0.03073661144
987	0.03070509739
988	0.03064738176
989	0.03060207306
990	0.03057950582
991	0.03050293678
992	0.03045817828
993	0.03043324825
994	0.03038619726
995	0.03033174613
996	0.0302927922
997	0.03026443261
998	0.03022372111
999	0.03016883899
